match_id,home_xg,away_xg
2425-fulham-mancity,2.21797,2.45923
2526-liverpool-bournemouth,2.33007,1.57303
2526-astonvilla-newcastle,0.318601,1.40098
2526-brighton-fulham,1.44008,0.902883
2526-sunderland-westham,0.724368,0.558948
2526-tottenham-burnley,1.97858,0.734138
2526-wolves-mancity,0.519436,2.29903
2526-chelsea-crystalpalace,1.36793,1.03414
2526-nottmforest-brentford,1.7555,1.32516
2526-manunited-arsenal,1.37653,1.3304
2526-leeds-everton,2.3812,0.674338
2526-sunderland-brentford,1.57127,1.44604
2526-wolves-everton,0.943257,2.03791
2526-tottenham-bournemouth,0.17067,2.1201
2526-chelsea-fulham,2.4324,0.736228
2526-newcastle-liverpool,1.96342,0.646559
2526-fulham-manunited,1.65333,1.54603
2425-manunited-astonvilla,2.96259,0.335222
2526-everton-brighton,1.80116,2.08487
2526-arsenal-leeds,2.73761,0.156761
2526-bournemouth-wolves,1.78462,0.373367
2526-burnley-sunderland,1.00381,1.12127
2526-brentford-astonvilla,1.12964,0.976852
2526-mancity-tottenham,1.2475,1.28015
2526-westham-chelsea,0.978572,3.94997
2526-crystalpalace-nottmforest,1.10188,1.32987
2526-manunited-burnley,4.02237,1.32618
2425-newcastle-everton,1.1591,1.07279
2425-mancity-bournemouth,1.59779,0.962014
2425-liverpool-tottenham,2.51104,0.512812
2425-nottmforest-brentford,0.670607,1.52054
2425-mancity-wolves,0.859463,0.622455
2425-astonvilla-fulham,1.29013,0.702787
2425-everton-ipswich,0.808481,1.14351
2425-leicester-southampton,1.60739,0.550774
2425-arsenal-bournemouth,2.05484,1.41783
2425-westham-tottenham,1.15166,0.847022
2425-brighton-newcastle,0.687863,1.63777
2425-brentford-manunited,3.58737,1.13404
2425-chelsea-liverpool,3.51944,1.4267
2425-crystalpalace-nottmforest,2.34037,0.63684
2425-fulham-everton,1.20869,1.32604
2425-ipswich-brentford,0.717433,1.32077
2425-southampton-mancity,0.136995,1.58463
2425-wolves-brighton,0.73395,1.41254
2425-bournemouth-astonvilla,1.02272,1.12376
2425-crystalpalace-wolves,1.68451,1.42886
2425-brighton-liverpool,2.17789,3.065
2425-arsenal-newcastle,1.15958,2.24634
2425-leicester-ipswich,0.788544,1.36957
2425-brentford-fulham,2.43045,1.61741
2425-westham-nottmforest,0.850457,2.14756
2425-nottmforest-chelsea,1.58014,1.30874
2425-everton-southampton,2.67793,1.05025
2425-astonvilla-tottenham,1.69061,0.523016
2425-liverpool-arsenal,2.74682,2.18795
2425-tottenham-crystalpalace,0.806792,3.98546
2425-nottmforest-leicester,1.76909,1.22949
2425-manunited-westham,2.31287,2.15985
2425-newcastle-chelsea,1.6703,0.646426
2425-chelsea-manunited,1.29571,0.337632
2526-leeds-newcastle,0.6773,0.303635
2526-nottmforest-westham,0.716018,2.236
2526-brighton-mancity,2.20864,2.13418
2526-chelsea-liverpool,1.23721,2.05981
2526-astonvilla-burnley,1.73572,0.502292
2526-everton-crystalpalace,2.13876,2.17789
2526-newcastle-nottmforest,3.81662,0.337689
2526-wolves-brighton,0.369404,1.39158
2526-brentford-mancity,0.693758,1.09647
2526-nottmforest-chelsea,2.0555,2.5583
2526-brighton-newcastle,0.857104,1.28313
2526-burnley-leeds,0.509647,2.33152
2526-crystalpalace-bournemouth,4.56284,2.0471
2526-mancity-everton,2.4799,0.794622
2526-sunderland-wolves,1.02481,0.676323
2526-fulham-arsenal,0.502332,2.07823
2526-tottenham-astonvilla,1.51461,0.352231
2526-liverpool-manunited,2.60972,2.53117
2526-westham-brentford,0.260251,3.46635
2526-leeds-westham,2.2214,0.498653
2526-nottmforest-manunited,1.55066,0.91622
2526-fulham-wolves,1.91207,0.209934
2526-crystalpalace-brentford,0.734558,0.820498
2526-burnley-arsenal,0.679177,2.51649
2526-brighton-leeds,2.64127,0.35919
2526-everton-tottenham,1.4032,2.09327
2526-manunited-sunderland,1.9298,0.807119
2526-wolves-burnley,2.58132,1.54544
2526-arsenal-crystalpalace,0.856175,0.350534
2526-bournemouth-nottmforest,0.656601,0.305493
2526-brentford-liverpool,3.27126,2.11838
2526-manunited-brighton,1.96231,0.947154
2526-newcastle-fulham,2.76806,1.52001
2526-chelsea-sunderland,1.21332,1.5506
2526-astonvilla-mancity,0.843906,1.36914
2526-arsenal-westham,3.0585,0.864549
2526-leeds-tottenham,1.48051,0.688198
2526-bournemouth-fulham,1.33458,0.84335
2526-westham-crystalpalace,0.466365,2.33565
2526-liverpool-everton,1.06166,0.721371
2526-mancity-manunited,1.99725,1.51915
2526-burnley-liverpool,0.168041,2.79492
2526-brentford-chelsea,1.17533,0.755999
2526-westham-tottenham,0.793248,1.51402
2526-wolves-leeds,1.5661,0.456988
2526-fulham-leeds,1.13979,0.830398
2526-crystalpalace-sunderland,1.75805,0.354129
2526-bournemouth-brighton,1.44187,0.624923
2526-newcastle-wolves,1.19186,0.375942
2526-arsenal-nottmforest,2.8817,0.293681
2526-astonvilla-crystalpalace,1.20586,2.59713
2526-liverpool-arsenal,0.481404,0.485679
2526-everton-astonvilla,1.8927,0.354327
2425-bournemouth-manunited,0.60995,1.91039
2526-brighton-tottenham,1.40466,1.19181
2526-manunited-chelsea,1.34458,0.469843
2526-everton-westham,0.909703,0.775766
2526-newcastle-arsenal,0.739851,2.07048
2526-astonvilla-fulham,1.36575,0.952612
2526-tottenham-wolves,0.818711,1.15951
2526-nottmforest-sunderland,1.4203,1.94154
2526-mancity-burnley,3.22133,0.509491
2526-burnley-nottmforest,1.14159,0.830779
2526-leeds-bournemouth,2.04728,1.06033
2526-chelsea-brighton,2.02653,2.4751
2526-brentford-manunited,2.78726,2.23609
2526-arsenal-mancity,0.718575,1.1227
2526-sunderland-astonvilla,0.938312,0.939354
2526-bournemouth-newcastle,0.55066,0.153629
2526-fulham-brentford,1.52431,0.826556
2526-crystalpalace-liverpool,3.53323,3.10176
2526-tottenham-chelsea,0.146954,3.34251
2425-wolves-leicester,2.57666,1.04978
2425-newcastle-ipswich,4.11539,0.127203
2425-ipswich-southampton,1.94845,1.17566
2425-newcastle-fulham,1.22716,1.60881
2425-wolves-astonvilla,2.00146,0.742809
2425-brentford-tottenham,1.66475,0.945355
2425-manunited-crystalpalace,1.50706,2.44633
2425-arsenal-mancity,1.53202,0.743191
2425-chelsea-westham,1.39066,1.1868
2425-everton-liverpool,0.910523,0.929103
2425-brighton-chelsea,2.06892,0.649788
2425-leicester-arsenal,0.233209,1.75
2425-astonvilla-ipswich,2.89841,0.332864
2425-fulham-nottmforest,2.20993,0.331301
2425-mancity-newcastle,2.12004,0.157211
2425-southampton-bournemouth,0.974418,2.08722
2425-westham-brentford,0.673466,1.96499
2425-crystalpalace-everton,2.30646,1.01565
2425-liverpool-wolves,1.86758,1.05329
2425-wolves-fulham,0.928973,1.43473
2425-brighton-bournemouth,2.57927,1.70169
2425-mancity-liverpool,0.58248,0.807058
2425-newcastle-nottmforest,3.45858,2.38603
2425-astonvilla-chelsea,2.69413,2.17418
2425-southampton-brighton,0.154147,5.12018
2425-everton-leicester,3.11261,0.447136
2425-ipswich-tottenham,1.15389,1.58741
2425-arsenal-westham,1.37264,1.02684
2425-bournemouth-wolves,0.629691,2.10124
2425-everton-manunited,2.10444,0.645685
2425-leicester-brentford,0.727901,2.03465
2425-astonvilla-liverpool,1.02269,2.04279
2425-tottenham-manunited,1.97109,1.42652
2425-fulham-crystalpalace,0.23426,1.46203
2425-crystalpalace-astonvilla,4.02522,0.667217
2425-bournemouth-liverpool,1.65273,2.7219
2425-fulham-manunited,0.560571,0.201988
2425-liverpool-manunited,2.862,1.67469
2425-wolves-nottmforest,1.90463,2.57227
2425-brentford-mancity,2.39088,2.65315
2425-westham-fulham,0.937322,2.83581
2425-chelsea-bournemouth,2.53808,1.14845
2425-nottmforest-liverpool,0.5292,2.72291
2425-everton-astonvilla,1.23126,1.28522
2425-leicester-crystalpalace,2.09904,2.2647
2425-newcastle-wolves,2.13327,1.47433
2425-arsenal-tottenham,2.25501,0.777071
2425-ipswich-brighton,0.268127,1.06343
2425-manunited-southampton,3.10847,1.36705
2425-newcastle-bournemouth,0.837801,2.70174
2425-brentford-liverpool,1.20021,4.16249
2425-leicester-fulham,0.676934,2.36823
2425-westham-crystalpalace,0.221062,1.62561
2425-arsenal-astonvilla,1.64458,1.20602
2425-astonvilla-westham,0.907851,1.67886
2425-tottenham-leicester,1.27483,1.40469
2425-crystalpalace-brentford,1.23177,1.92037
2425-mancity-chelsea,2.23213,1.49843
2425-wolves-arsenal,0.514724,0.887358
2425-southampton-newcastle,0.825621,3.08319
2425-nottmforest-brighton,4.0677,0.756296
2425-liverpool-ipswich,2.16809,0.804707
2425-bournemouth-nottmforest,2.8254,0.996166
2425-chelsea-wolves,3.14882,1.06726
2425-ipswich-mancity,0.795637,3.20228
2425-nottmforest-southampton,2.36419,1.25922
2425-manunited-brighton,1.31823,2.17172
2425-everton-tottenham,2.56089,1.35719
2425-brighton-everton,0.64378,0.870883
2425-chelsea-southampton,2.98234,0.845039
2425-brentford-everton,1.34009,1.44955
2425-nottmforest-arsenal,0.508611,1.31766
2425-astonvilla-nottmforest,2.63349,0.96769
2425-brentford-chelsea,1.36123,1.47829
2425-fulham-liverpool,1.72764,1.40638
2425-tottenham-southampton,2.648,0.780439
2425-manunited-mancity,1.23317,0.687894
2425-leicester-newcastle,0.354575,3.44111
2425-mancity-crystalpalace,4.59724,1.33808
2425-brighton-leicester,3.6978,1.98444
2425-nottmforest-everton,0.423949,1.26036
2425-southampton-astonvilla,0.412256,2.99927
2425-arsenal-brentford,0.767369,0.588583
2425-chelsea-ipswich,2.90758,1.60301
2425-liverpool-westham,1.42902,1.46598
2425-wolves-tottenham,2.22977,1.62887
2425-newcastle-manunited,2.6383,0.786568
2425-bournemouth-fulham,1.8577,1.07203
2425-newcastle-crystalpalace,2.32947,2.37548
2425-brighton-westham,1.29433,1.24134
2425-chelsea-everton,0.768313,0.916838
2425-arsenal-crystalpalace,1.92149,2.50515
2425-mancity-astonvilla,1.36232,1.85906
2425-tottenham-nottmforest,2.4024,0.557682
2425-leicester-liverpool,0.232205,4.52706
2425-westham-bournemouth,0.907832,1.94869
2425-manunited-wolves,1.13966,0.187814
2425-fulham-chelsea,0.306122,0.75172
2425-astonvilla-newcastle,3.05371,1.27176
2425-westham-southampton,0.98423,0.922877
2425-everton-mancity,0.81683,1.87989
2425-crystalpalace-bournemouth,0.337818,0.664093
2425-brentford-brighton,2.95516,1.24107
2425-ipswich-arsenal,0.192879,2.81362
2425-ipswich-wolves,0.872356,2.8096
2425-crystalpalace-brighton,0.443965,1.27226
2425-everton-arsenal,1.22875,1.4031
2425-westham-newcastle,0.823986,1.62976
2425-manunited-arsenal,1.31107,1.82996
2425-tottenham-bournemouth,1.35053,2.22536
2425-chelsea-leicester,1.76844,0.108487
2425-wolves-everton,0.812432,1.3672
2425-brentford-astonvilla,0.637743,1.29638
2425-everton-westham,1.189,0.516029
2425-liverpool-southampton,4.98996,0.511566
2425-brighton-fulham,1.94417,0.708227
2425-nottmforest-mancity,0.501476,0.721234
2425-westham-leicester,1.70437,0.289578
2425-liverpool-newcastle,1.40027,0.45882
2425-manunited-ipswich,1.40202,1.04498
2425-tottenham-mancity,1.28426,2.38641
2425-crystalpalace-ipswich,3.13879,1.63282
2425-southampton-fulham,0.935581,1.9956
2425-ipswich-nottmforest,0.520839,1.30722
2425-southampton-wolves,1.2821,0.540718
2425-chelsea-tottenham,1.30443,1.40274
2425-liverpool-everton,1.29718,0.823136
2425-southampton-crystalpalace,0.687304,0.93776
2425-newcastle-brentford,2.26584,1.53201
2425-mancity-leicester,2.07165,0.104741
2425-bournemouth-ipswich,1.99637,1.41263
2425-mancity-brighton,2.02642,2.11119
2425-brighton-astonvilla,0.558009,1.20715
2425-wolves-westham,1.10359,1.73057
2425-arsenal-fulham,2.30189,1.44206
2425-leicester-manunited,1.30455,1.13892
2425-fulham-tottenham,1.03966,1.40865
2425-arsenal-chelsea,0.695725,0.286036
2425-bournemouth-brentford,2.02714,1.60321
2425-nottmforest-manunited,0.512063,1.86688
2526-liverpool-astonvilla,1.47021,0.43502
2526-westham-newcastle,1.41383,0.523615
2526-mancity-bournemouth,2.48999,0.899846
2526-leeds-mancity,1.37824,2.46834
2526-brighton-nottmforest,1.20107,0.83055
2526-fulham-tottenham,2.3207,0.952091
2526-manunited-crystalpalace,2.34609,0.384699
2526-arsenal-chelsea,1.71598,1.35268
2526-bournemouth-brentford,2.3177,0.673328
2526-everton-burnley,1.15845,0.762229
2526-leeds-sunderland,0.888232,0.843856
2526-wolves-liverpool,0.636033,2.17217
2526-astonvilla-chelsea,1.06854,3.38883
2526-brighton-arsenal,0.919228,0.514803
2526-fulham-westham,0.628123,1.49528
2526-mancity-nottmforest,2.72655,1.23642
2526-newcastle-manunited,1.96637,1.80571
2526-tottenham-crystalpalace,1.29615,1.91515
2526-burnley-bournemouth,1.67695,2.36979
2526-sunderland-brighton,0.659083,1.12832
2526-newcastle-sunderland,1.26705,2.66657
2526-leeds-brentford,0.417296,0.302221
2526-everton-chelsea,1.44532,1.35143
2526-fulham-burnley,3.48438,1.92556
2526-brighton-liverpool,3.42956,0.956801
2526-bournemouth-manunited,1.76664,1.74574
2526-newcastle-everton,1.11889,2.40731
2526-brentford-wolves,2.7966,1.80044
2526-nottmforest-fulham,0.821011,0.933988
2526-manunited-astonvilla,1.67823,1.21071
2526-crystalpalace-leeds,0.525205,1.13558
2526-westham-mancity,0.488982,1.9546
2526-chelsea-newcastle,1.72508,1.03251
2526-arsenal-everton,1.90855,1.17847
2526-liverpool-tottenham,1.30076,1.15636
2526-astonvilla-westham,2.48528,0.760054
2526-liverpool-westham,2.09939,1.3517
2526-bournemouth-sunderland,1.82434,1.07887
2526-manunited-tottenham,2.16576,0.593404
2526-bournemouth-astonvilla,1.82646,0.646496
2526-arsenal-sunderland,1.19401,0.427225
2526-burnley-westham,1.84644,1.1223
2526-fulham-everton,2.20126,1.88778
2526-wolves-chelsea,1.11372,3.76278
2526-newcastle-brentford,3.3215,1.65022
2526-brighton-crystalpalace,0.737798,0.928404
2526-liverpool-mancity,1.26652,2.41476
2526-chelsea-leeds,3.21176,1.28948
2526-everton-bournemouth,2.33114,1.4121
2526-tottenham-newcastle,1.68925,2.46991
2526-westham-manunited,1.30746,0.735767
2526-astonvilla-brighton,0.576138,0.481306
2526-crystalpalace-burnley,2.1276,0.691273
2526-mancity-fulham,1.67722,1.05283
2526-nottmforest-wolves,3.69094,0.406959
2526-wolves-astonvilla,1.50771,1.31328
2526-everton-manunited,0.560924,1.4547
2526-tottenham-arsenal,0.383264,3.31701
2526-sunderland-fulham,1.7609,2.16696
2526-nottmforest-liverpool,0.934768,2.39634
2526-crystalpalace-wolves,2.03559,1.67749
2526-burnley-brentford,0.823824,2.44595
2526-mancity-newcastle,2.22648,0.507954
2526-chelsea-burnley,2.51534,1.01255
2526-brentford-brighton,1.69023,1.37203
2526-astonvilla-leeds,1.25439,1.27855
2526-wolves-arsenal,0.173119,2.01018
2526-brentford-arsenal,1.81154,0.78418
2526-sunderland-liverpool,0.693794,3.08172
2526-westham-bournemouth,2.34412,0.522731
2526-tottenham-nottmforest,1.6189,1.54408
2526-westham-wolves,2.54379,0.571967
2526-arsenal-bournemouth,3.16346,1.39461
2526-chelsea-nottmforest,2.17132,2.31019
2526-everton-mancity,1.68558,1.41706
2526-liverpool-chelsea,0.623191,0.597184
2526-brighton-wolves,2.22427,0.515647
2526-fulham-bournemouth,1.24334,0.998003
2526-sunderland-manunited,1.2376,0.535981
2526-mancity-brentford,4.37429,0.670038
2526-burnley-astonvilla,1.71234,1.75493
2526-crystalpalace-everton,3.28826,2.10265
2526-nottmforest-newcastle,1.46434,1.65067
2526-westham-arsenal,1.32011,1.42953
2526-tottenham-leeds,1.49036,1.86976
2526-mancity-crystalpalace,1.95679,0.428862
2526-astonvilla-liverpool,2.5252,1.55027
2526-manunited-nottmforest,4.28532,1.84418
2526-brentford-crystalpalace,1.54564,1.82274
2526-everton-sunderland,1.32181,1.28383
2526-sunderland-chelsea,2.33109,0.920885
2526-nottmforest-bournemouth,2.05852,1.33684
2526-mancity-astonvilla,1.38085,2.4397
2526-liverpool-brentford,2.99412,1.46082
2526-fulham-newcastle,1.72878,0.24232
2526-crystalpalace-arsenal,1.00492,3.90645
2526-astonvilla-tottenham,0.609494,1.12225
2526-burnley-wolves,1.28476,2.8433
2526-chelsea-tottenham,1.09262,2.15227
2526-bournemouth-mancity,1.71486,1.26917
2526-arsenal-burnley,1.22695,0.194884
2526-newcastle-westham,2.1336,0.957771
2526-wolves-fulham,1.49725,1.48412
2526-leeds-brighton,0.747756,2.23238
2526-brighton-manunited,0.702398,2.32868
2526-manunited-liverpool,2.55612,1.02814
2526-bournemouth-crystalpalace,2.29626,0.678329
2526-arsenal-fulham,4.09079,0.696714
2526-astonvilla-sunderland,3.90223,1.56008
2526-chelsea-manunited,1.28109,0.436043
2526-tottenham-brighton,1.56052,1.1373
2526-newcastle-bournemouth,1.61167,3.36662
2526-leeds-wolves,3.55804,0.568627
2526-brentford-fulham,2.33552,0.790707
2526-everton-liverpool,1.4784,1.38333
2526-manunited-leeds,1.36555,2.95118
2526-crystalpalace-newcastle,3.13933,1.27299
2526-sunderland-tottenham,1.77584,1.01598
2526-nottmforest-astonvilla,0.85045,1.36297
2526-liverpool-fulham,2.01499,1.42024
2526-burnley-brighton,0.812029,1.07182
2526-brentford-everton,2.26302,1.57033
2526-chelsea-mancity,1.22108,2.40839
2526-leeds-nottmforest,3.38179,1.6608
2526-nottmforest-burnley,1.4425,0.601418
2526-crystalpalace-westham,0.733442,0.622445
2526-wolves-sunderland,1.96131,0.923954
2526-newcastle-brighton,3.12933,1.87112
2526-brentford-westham,2.27374,0.753895
2526-leeds-burnley,2.09546,0.434597
2526-manunited-brentford,1.84852,1.30383
2526-arsenal-newcastle,0.639189,0.868897
2526-mancity-arsenal,2.61528,2.28964
2526-wolves-tottenham,0.762656,1.06403
2526-liverpool-crystalpalace,1.45071,2.19912
2526-fulham-astonvilla,1.24069,0.906156
2526-sunderland-nottmforest,0.614323,1.54208
2526-burnley-mancity,0.973776,3.40888
2526-bournemouth-leeds,1.91355,1.21601
2526-brighton-chelsea,2.51784,0.297865
2526-westham-everton,1.8356,1.1144
2526-sunderland-burnley,1.8865,0.126371
2526-tottenham-mancity,1.49738,2.03614
2526-nottmforest-crystalpalace,0.987254,1.648
2526-burnley-crystalpalace,1.16852,0.987797
2526-wolves-nottmforest,1.02461,1.12389
2526-leeds-chelsea,2.2047,0.964018
2526-liverpool-sunderland,1.37633,0.712662
2526-manunited-westham,2.27674,1.36584
2526-astonvilla-arsenal,2.71986,1.85965
2526-bournemouth-chelsea,1.41931,0.672602
2526-everton-nottmforest,1.25348,0.31234
2526-mancity-sunderland,2.41605,0.626486
2526-newcastle-burnley,1.80708,1.58375
2526-tottenham-brentford,2.42388,0.470563
2526-leeds-liverpool,1.79333,2.04805
2526-brighton-westham,2.10077,1.7064
2526-fulham-crystalpalace,0.766771,1.71109
2526-wolves-manunited,0.262147,4.04708
2526-chelsea-everton,2.64457,1.34
2526-liverpool-brighton,2.4127,1.69004
2526-tottenham-liverpool,1.34905,1.23164
2526-wolves-brentford,1.26823,1.56309
2526-mancity-westham,3.58188,1.02143
2526-brighton-sunderland,0.919272,1.31044
2526-bournemouth-burnley,1.81847,0.480528
2526-newcastle-chelsea,2.87863,1.0261
2526-brighton-astonvilla,1.96298,3.15745
2526-manunited-bournemouth,3.21204,2.35196
2526-westham-astonvilla,1.27701,0.595093
2526-sunderland-newcastle,0.630045,0.169329
2526-nottmforest-tottenham,2.32658,0.380246
2526-crystalpalace-mancity,1.30092,1.35317
2526-arsenal-wolves,1.61796,0.61997
2526-burnley-fulham,2.05486,1.65053
2526-brentford-leeds,0.697006,1.63409
2526-arsenal-brentford,2.63126,0.588716
2526-newcastle-tottenham,1.88558,1.05205
2526-fulham-mancity,0.972635,1.96225
2526-brighton-brentford,0.977488,2.19979
2526-bournemouth-westham,3.48299,0.390782
2526-burnley-chelsea,0.660943,1.72093
2526-mancity-liverpool,1.59542,1.0281
2526-nottmforest-leeds,2.49097,0.419461
2526-crystalpalace-brighton,0.839547,0.637037
2526-fulham-sunderland,2.83729,0.222768
2526-brentford-newcastle,2.73729,0.432277
2526-chelsea-wolves,3.98342,0.111462
2526-sunderland-arsenal,1.20495,2.32943
2526-westham-burnley,2.96728,1.87478
2526-everton-fulham,2.30607,0.424478
2526-tottenham-manunited,1.35532,0.820256
2526-sunderland-everton,1.18068,1.00741
2526-astonvilla-bournemouth,1.88282,2.00992
2526-everton-arsenal,0.213273,1.84723
2526-liverpool-nottmforest,1.79273,1.19459
2526-newcastle-mancity,2.40555,2.45648
2526-bournemouth-everton,0.635415,1.19573
2526-chelsea-arsenal,0.791914,1.22828
2526-westham-liverpool,0.364152,1.56793
2526-nottmforest-brighton,0.960325,2.0572
2526-astonvilla-wolves,1.15486,0.692588
2526-crystalpalace-manunited,2.13561,1.47768
2526-wolves-crystalpalace,1.66409,1.44933
2526-tottenham-fulham,1.04396,0.494736
2526-sunderland-bournemouth,1.16955,1.79274
2526-mancity-leeds,2.85292,1.75142
2526-brentford-burnley,3.72106,0.874025
2526-manunited-everton,2.2737,0.155063
2526-arsenal-tottenham,2.27827,0.0300672
2526-leeds-astonvilla,1.84668,1.35978
2526-everton-newcastle,1.01125,2.45882
2425-fulham-ipswich,2.65469,1.4434
2526-leeds-crystalpalace,2.90786,1.53058
2526-fulham-nottmforest,1.70568,0.486296
2526-mancity-brighton,2.95904,1.33162
2526-burnley-manunited,0.31971,2.52488
2526-newcastle-leeds,2.43495,2.35318
2526-arsenal-liverpool,0.701832,0.318642
2526-manunited-mancity,3.07278,0.387015
2526-chelsea-brentford,1.62263,1.47521
2526-leeds-fulham,2.16898,0.258796
2526-liverpool-burnley,3.49045,0.546971
2526-sunderland-crystalpalace,1.84601,1.15169
2526-tottenham-westham,1.65292,2.76761
2526-nottmforest-arsenal,0.318481,2.86323
2526-wolves-newcastle,0.390216,0.813313
2526-astonvilla-everton,0.905393,0.745859
2526-brighton-bournemouth,0.995777,1.69737
2526-westham-sunderland,2.18675,0.713838
2526-burnley-tottenham,1.54884,2.59093
2526-fulham-brighton,1.13243,1.94652
2526-manunited-fulham,1.84362,1.71998
2526-astonvilla-brentford,2.15316,0.314916
2526-liverpool-newcastle,3.09973,0.284319
2526-chelsea-westham,2.66133,1.72585
2526-wolves-bournemouth,2.10353,1.59116
2526-leeds-arsenal,0.17871,3.54427
2526-fulham-chelsea,1.06013,2.45107
2526-brighton-everton,1.42825,1.28126
2526-arsenal-manunited,1.42411,0.640902
2526-newcastle-astonvilla,1.95484,1.32143
2526-crystalpalace-chelsea,2.41793,3.08817
2526-brentford-nottmforest,2.00413,1.38958
2526-bournemouth-liverpool,3.31474,0.937335
2526-mancity-wolves,1.0654,0.542683
2526-everton-leeds,0.889916,1.6766
2526-crystalpalace-astonvilla,1.32505,2.07015
2526-brentford-sunderland,3.86096,1.50644
2526-bournemouth-tottenham,1.19014,1.6261
2526-westham-brighton,2.27644,3.08914
2526-nottmforest-everton,1.75445,1.69525
2526-chelsea-bournemouth,2.33294,3.49142
2526-burnley-newcastle,1.32551,2.49248
2526-crystalpalace-tottenham,0.929681,0.870768
2526-sunderland-leeds,0.805957,2.60653
2526-arsenal-astonvilla,4.41335,2.94195
2526-chelsea-astonvilla,1.97155,2.05918
2526-liverpool-wolves,1.56502,0.780664
2526-burnley-everton,1.24948,1.25204
2526-brentford-bournemouth,2.8513,2.56183
2526-arsenal-brighton,2.54318,0.710064
2526-nottmforest-mancity,0.600141,1.46468
2526-manunited-newcastle,0.940811,1.12998
2526-westham-fulham,1.13719,1.11436
2526-astonvilla-manunited,1.86917,1.30455
2526-manunited-wolves,1.13306,1.21784
2526-liverpool-leeds,1.67833,0.15936
2526-everton-wolves,1.63321,0.71329
2526-westham-nottmforest,1.73697,1.26683
2526-mancity-chelsea,1.03049,2.03726
2526-fulham-liverpool,0.609182,1.7188
2526-everton-brentford,1.00566,3.05179
2526-tottenham-sunderland,1.4175,0.467481
2526-crystalpalace-fulham,2.35346,1.75434
2526-newcastle-crystalpalace,2.72764,1.27825
2526-bournemouth-arsenal,0.947846,1.28
2526-brighton-burnley,1.4717,0.254551
2526-wolves-westham,2.23925,0.235678
2526-astonvilla-nottmforest,1.42988,0.8982
2526-sunderland-mancity,0.962141,2.44247
2526-brentford-tottenham,0.556304,0.608309
2526-leeds-manunited,0.970138,1.94781
2425-brighton-arsenal,1.76513,1.81142
2425-southampton-brentford,0.249614,5.54874
2425-mancity-westham,1.97986,1.53286
2324-luton-chelsea,2.64093,1.57463
2324-astonvilla-burnley,2.92587,1.11923
2324-crystalpalace-brentford,1.61057,1.28731
2324-mancity-sheffieldunited,2.24229,0.263211
2324-wolves-everton,2.64477,0.519641
2324-nottmforest-manunited,0.744348,0.651905
2324-fulham-arsenal,1.52829,1.6591
2324-tottenham-bournemouth,2.15027,1.58229
2324-liverpool-newcastle,6.67151,0.910974
2324-westham-brighton,0.9831,2.1552
2324-burnley-luton,1.52023,0.965167
2324-chelsea-fulham,2.0456,0.697847
2324-newcastle-mancity,1.23638,2.55452
2324-everton-astonvilla,1.03664,1.3435
2324-manunited-tottenham,0.923233,1.31224
2324-arsenal-crystalpalace,3.52167,0.288083
2324-brentford-nottmforest,1.94219,1.22251
2324-everton-tottenham,3.25881,0.922371
2324-wolves-manunited,2.27609,3.22698
2324-westham-bournemouth,1.3128,1.13487
2324-liverpool-chelsea,3.6627,0.477972
2324-mancity-burnley,1.84756,1.49114
2324-tottenham-brentford,3.36194,1.59637
2324-arsenal-westham,2.7884,1.59711
2324-astonvilla-newcastle,1.44485,3.3224
2324-luton-brighton,3.63312,1.01366
2324-fulham-everton,2.37499,2.83317
2324-nottmforest-arsenal,0.631618,1.39143
2324-brighton-wolves,1.3701,1.14116
2324-bournemouth-liverpool,0.834585,1.53344
2324-sheffieldunited-westham,2.61362,2.4241
2324-crystalpalace-sheffieldunited,1.1601,0.768467
2324-brighton-crystalpalace,1.92591,0.241137
2324-brighton-tottenham,3.84702,2.06955
2324-chelsea-crystalpalace,2.73005,0.958077
2324-sheffieldunited-brentford,0.841976,0.644638
2324-wolves-nottmforest,1.02199,1.21801
2324-astonvilla-arsenal,0.628499,1.71667
2324-everton-chelsea,1.11437,0.885512
2324-fulham-westham,2.1884,0.983
2324-luton-mancity,0.689037,2.23353
2324-tottenham-newcastle,4.40118,1.61368
2324-nottmforest-tottenham,1.70569,1.60738
2324-chelsea-sheffieldunited,3.27322,0.44014
2324-mancity-crystalpalace,2.41646,1.64977
2324-newcastle-fulham,4.27933,0.471042
2324-burnley-everton,0.811435,2.22305
2324-arsenal-brighton,2.76976,0.663054
2324-brentford-astonvilla,0.796812,1.4664
2324-westham-wolves,1.03828,0.556206
2324-liverpool-manunited,1.97111,0.632715
2324-crystalpalace-brighton,1.65409,1.33653
2324-brentford-wolves,2.59347,1.89483
2324-manunited-astonvilla,1.20104,1.83637
2324-burnley-liverpool,0.972389,1.68451
2324-sheffieldunited-luton,3.61788,0.715575
2324-bournemouth-fulham,2.07911,0.324365
2324-newcastle-nottmforest,2.79106,3.1074
2324-everton-mancity,1.23529,2.28321
2324-wolves-chelsea,1.74626,1.75447
2324-tottenham-everton,1.57527,1.98385
2324-nottmforest-bournemouth,0.791806,1.89067
2324-luton-newcastle,1.81844,1.41488
2324-fulham-burnley,1.38096,0.41714
2324-westham-manunited,1.51468,0.730496
2324-astonvilla-sheffieldunited,1.21861,0.646159
2324-liverpool-arsenal,0.982901,0.851681
2324-burnley-fulham,1.00428,1.28806
