match_id,season,season_code,date,home_team,away_team,fthg,ftag,ftr,hthg,htag,htr,referee,stage,neutral
ucl202526-asmonacofc-juventusfc-2026-01-28,2025-26,202526,2026-01-28,AS Monaco FC,Juventus FC,0,0,D,,,,,League phase / group stage,False
ucl202526-paphosfc-skslaviapraha-2026-01-28,2025-26,202526,2026-01-28,Paphos FC,SK Slavia Praha,4,1,H,1.0,1.0,D,,League phase / group stage,False
ucl202526-galatasaraysk-juventusfc-2026-02-17,2025-26,202526,2026-02-17,Galatasaray SK,Juventus FC,5,2,H,1.0,2.0,A,,Play-off round,False
ucl202526-sportlisboaebenfica-realmadridcf-2026-02-17,2025-26,202526,2026-02-17,Sport Lisboa e Benfica,Real Madrid CF,0,1,A,0.0,0.0,D,,Play-off round,False
ucl202526-asmonacofc-parissaintgermainfc-2026-02-17,2025-26,202526,2026-02-17,AS Monaco FC,Paris Saint-Germain FC,2,3,A,2.0,2.0,D,,Play-off round,False
ucl202526-borussiadortmund-atalantabc-2026-02-17,2025-26,202526,2026-02-17,Borussia Dortmund,Atalanta BC,2,0,H,2.0,0.0,H,,Play-off round,False
ucl202526-fkbodglimt-fcinternazionalemilano-2026-02-18,2025-26,202526,2026-02-18,FK Bodø/Glimt,FC Internazionale Milano,3,1,H,1.0,1.0,D,,Play-off round,False
ucl202526-clubbruggekv-clubatlticodemadrid-2026-02-18,2025-26,202526,2026-02-18,Club Brugge KV,Club Atlético de Madrid,3,3,D,0.0,2.0,A,,Play-off round,False
ucl202526-paeolympiakossfp-bayer04leverkusen-2026-02-18,2025-26,202526,2026-02-18,PAE Olympiakos SFP,Bayer 04 Leverkusen,0,2,A,0.0,0.0,D,,Play-off round,False
ucl202526-qarabaadamfk-newcastleunitedfc-2026-02-18,2025-26,202526,2026-02-18,Qarabağ Ağdam FK,Newcastle United FC,1,6,A,0.0,5.0,A,,Play-off round,False
ucl202526-clubatlticodemadrid-clubbruggekv-2026-02-24,2025-26,202526,2026-02-24,Club Atlético de Madrid,Club Brugge KV,4,1,H,1.0,1.0,D,,Play-off round,False
ucl202526-newcastleunitedfc-qarabaadamfk-2026-02-24,2025-26,202526,2026-02-24,Newcastle United FC,Qarabağ Ağdam FK,3,2,H,2.0,0.0,H,,Play-off round,False
ucl202526-bayer04leverkusen-paeolympiakossfp-2026-02-24,2025-26,202526,2026-02-24,Bayer 04 Leverkusen,PAE Olympiakos SFP,0,0,D,,,,,Play-off round,False
ucl202526-fcinternazionalemilano-fkbodglimt-2026-02-24,2025-26,202526,2026-02-24,FC Internazionale Milano,FK Bodø/Glimt,1,2,A,0.0,0.0,D,,Play-off round,False
ucl202526-realmadridcf-sportlisboaebenfica-2026-02-25,2025-26,202526,2026-02-25,Real Madrid CF,Sport Lisboa e Benfica,2,1,H,1.0,1.0,D,,Play-off round,False
ucl202526-juventusfc-galatasaraysk-2026-02-25,2025-26,202526,2026-02-25,Juventus FC,Galatasaray SK,3,2,H,3.0,0.0,H,,Play-off round,False
ucl202526-parissaintgermainfc-asmonacofc-2026-02-25,2025-26,202526,2026-02-25,Paris Saint-Germain FC,AS Monaco FC,2,2,D,0.0,1.0,A,,Play-off round,False
ucl202526-atalantabc-borussiadortmund-2026-02-25,2025-26,202526,2026-02-25,Atalanta BC,Borussia Dortmund,4,1,H,2.0,0.0,H,,Play-off round,False
ucl202526-galatasaraysk-liverpoolfc-2026-03-10,2025-26,202526,2026-03-10,Galatasaray SK,Liverpool FC,1,0,H,1.0,0.0,H,,Round of 16,False
ucl202526-atalantabc-fcbayernmnchen-2026-03-10,2025-26,202526,2026-03-10,Atalanta BC,FC Bayern München,1,6,A,0.0,3.0,A,,Round of 16,False
ucl202526-newcastleunitedfc-fcbarcelona-2026-03-10,2025-26,202526,2026-03-10,Newcastle United FC,FC Barcelona,1,1,D,0.0,0.0,D,,Round of 16,False
ucl202526-clubatlticodemadrid-tottenhamhotspurfc-2026-03-10,2025-26,202526,2026-03-10,Club Atlético de Madrid,Tottenham Hotspur FC,5,2,H,4.0,1.0,H,,Round of 16,False
ucl202526-bayer04leverkusen-arsenalfc-2026-03-11,2025-26,202526,2026-03-11,Bayer 04 Leverkusen,Arsenal FC,1,1,D,0.0,0.0,D,,Round of 16,False
ucl202526-parissaintgermainfc-chelseafc-2026-03-11,2025-26,202526,2026-03-11,Paris Saint-Germain FC,Chelsea FC,5,2,H,2.0,1.0,H,,Round of 16,False
ucl202526-fkbodglimt-sportingclubedeportugal-2026-03-11,2025-26,202526,2026-03-11,FK Bodø/Glimt,Sporting Clube de Portugal,3,0,H,2.0,0.0,H,,Round of 16,False
ucl202526-realmadridcf-manchestercityfc-2026-03-11,2025-26,202526,2026-03-11,Real Madrid CF,Manchester City FC,3,0,H,3.0,0.0,H,,Round of 16,False
ucl202526-manchestercityfc-realmadridcf-2026-03-17,2025-26,202526,2026-03-17,Manchester City FC,Real Madrid CF,1,2,A,1.0,1.0,D,,Round of 16,False
ucl202526-sportingclubedeportugal-fkbodglimt-2026-03-17,2025-26,202526,2026-03-17,Sporting Clube de Portugal,FK Bodø/Glimt,5,0,H,3.0,0.0,H,,Round of 16,False
ucl202526-chelseafc-parissaintgermainfc-2026-03-17,2025-26,202526,2026-03-17,Chelsea FC,Paris Saint-Germain FC,0,3,A,0.0,2.0,A,,Round of 16,False
ucl202526-arsenalfc-bayer04leverkusen-2026-03-17,2025-26,202526,2026-03-17,Arsenal FC,Bayer 04 Leverkusen,2,0,H,1.0,0.0,H,,Round of 16,False
ucl202526-tottenhamhotspurfc-clubatlticodemadrid-2026-03-18,2025-26,202526,2026-03-18,Tottenham Hotspur FC,Club Atlético de Madrid,3,2,H,1.0,0.0,H,,Round of 16,False
ucl202526-fcbarcelona-newcastleunitedfc-2026-03-18,2025-26,202526,2026-03-18,FC Barcelona,Newcastle United FC,7,2,H,3.0,2.0,H,,Round of 16,False
ucl202526-fcbayernmnchen-atalantabc-2026-03-18,2025-26,202526,2026-03-18,FC Bayern München,Atalanta BC,4,1,H,1.0,0.0,H,,Round of 16,False
ucl202526-liverpoolfc-galatasaraysk-2026-03-18,2025-26,202526,2026-03-18,Liverpool FC,Galatasaray SK,4,0,H,1.0,0.0,H,,Round of 16,False
ucl202526-sportingclubedeportugal-arsenalfc-2026-04-07,2025-26,202526,2026-04-07,Sporting Clube de Portugal,Arsenal FC,0,1,A,0.0,0.0,D,,Quarter-final,False
ucl202526-realmadridcf-fcbayernmnchen-2026-04-07,2025-26,202526,2026-04-07,Real Madrid CF,FC Bayern München,1,2,A,0.0,1.0,A,,Quarter-final,False
ucl202526-fcbarcelona-clubatlticodemadrid-2026-04-08,2025-26,202526,2026-04-08,FC Barcelona,Club Atlético de Madrid,0,2,A,0.0,1.0,A,,Quarter-final,False
ucl202526-parissaintgermainfc-liverpoolfc-2026-04-08,2025-26,202526,2026-04-08,Paris Saint-Germain FC,Liverpool FC,2,0,H,1.0,0.0,H,,Quarter-final,False
ucl202526-liverpoolfc-parissaintgermainfc-2026-04-14,2025-26,202526,2026-04-14,Liverpool FC,Paris Saint-Germain FC,0,2,A,0.0,0.0,D,,Quarter-final,False
ucl202526-clubatlticodemadrid-fcbarcelona-2026-04-14,2025-26,202526,2026-04-14,Club Atlético de Madrid,FC Barcelona,1,2,A,1.0,2.0,A,,Quarter-final,False
ucl202526-fcbayernmnchen-realmadridcf-2026-04-15,2025-26,202526,2026-04-15,FC Bayern München,Real Madrid CF,4,3,H,2.0,3.0,A,,Quarter-final,False
ucl202526-arsenalfc-sportingclubedeportugal-2026-04-15,2025-26,202526,2026-04-15,Arsenal FC,Sporting Clube de Portugal,0,0,D,,,,,Quarter-final,False
ucl202526-parissaintgermainfc-fcbayernmnchen-2026-04-28,2025-26,202526,2026-04-28,Paris Saint-Germain FC,FC Bayern München,5,4,H,3.0,2.0,H,,Semi-final,False
ucl202526-clubatlticodemadrid-arsenalfc-2026-04-29,2025-26,202526,2026-04-29,Club Atlético de Madrid,Arsenal FC,1,1,D,0.0,1.0,A,,Semi-final,False
ucl202526-arsenalfc-clubatlticodemadrid-2026-05-05,2025-26,202526,2026-05-05,Arsenal FC,Club Atlético de Madrid,1,0,H,1.0,0.0,H,,Semi-final,False
ucl202526-fcbayernmnchen-parissaintgermainfc-2026-05-06,2025-26,202526,2026-05-06,FC Bayern München,Paris Saint-Germain FC,1,1,D,0.0,1.0,A,,Semi-final,False
ucl202526-parissaintgermainfc-arsenalfc-2026-05-30,2025-26,202526,2026-05-30,Paris Saint-Germain FC,Arsenal FC,1,1,D,1.0,1.0,D,,Final,True
ucl202223-rbsalzburg-acmilan-2026-09-06,2022-23,202223,2026-09-06,RB Salzburg,AC Milan,1,1,D,1.0,1.0,D,,League phase / group stage,False
ucl202223-dinamozagreb-chelseafc-2026-09-06,2022-23,202223,2026-09-06,Dinamo Zagreb,Chelsea FC,1,0,H,1.0,0.0,H,,League phase / group stage,False
ucl202122-bscyoungboys-manchesterunited-2026-09-14,2021-22,202122,2026-09-14,BSC Young Boys,Manchester United,2,1,H,0.0,1.0,A,,League phase / group stage,False
ucl202122-villarrealcf-atalanta-2026-09-14,2021-22,202122,2026-09-14,Villarreal CF,Atalanta,2,2,D,1.0,1.0,D,,League phase / group stage,False
ucl202223-chelseafc-rbsalzburg-2026-09-14,2022-23,202223,2026-09-14,Chelsea FC,RB Salzburg,1,1,D,0.0,0.0,D,,League phase / group stage,False
ucl202223-acmilan-dinamozagreb-2026-09-14,2022-23,202223,2026-09-14,AC Milan,Dinamo Zagreb,3,1,H,1.0,0.0,H,,League phase / group stage,False
ucl202122-atalanta-bscyoungboys-2026-09-29,2021-22,202122,2026-09-29,Atalanta,BSC Young Boys,1,0,H,0.0,0.0,D,,League phase / group stage,False
ucl202122-manchesterunited-villarrealcf-2026-09-29,2021-22,202122,2026-09-29,Manchester United,Villarreal CF,2,1,H,0.0,0.0,D,,League phase / group stage,False
ucl202223-rbsalzburg-dinamozagreb-2026-10-05,2022-23,202223,2026-10-05,RB Salzburg,Dinamo Zagreb,1,0,H,0.0,0.0,D,,League phase / group stage,False
ucl202223-chelseafc-acmilan-2026-10-05,2022-23,202223,2026-10-05,Chelsea FC,AC Milan,3,0,H,1.0,0.0,H,,League phase / group stage,False
ucl202223-dinamozagreb-rbsalzburg-2026-10-11,2022-23,202223,2026-10-11,Dinamo Zagreb,RB Salzburg,1,1,D,1.0,1.0,D,,League phase / group stage,False
ucl202223-acmilan-chelseafc-2026-10-11,2022-23,202223,2026-10-11,AC Milan,Chelsea FC,0,2,A,0.0,2.0,A,,League phase / group stage,False
ucl202122-manchesterunited-atalanta-2026-10-20,2021-22,202122,2026-10-20,Manchester United,Atalanta,3,2,H,0.0,2.0,A,,League phase / group stage,False
ucl202122-bscyoungboys-villarrealcf-2026-10-20,2021-22,202122,2026-10-20,BSC Young Boys,Villarreal CF,1,4,A,0.0,2.0,A,,League phase / group stage,False
ucl202223-dinamozagreb-acmilan-2026-10-25,2022-23,202223,2026-10-25,Dinamo Zagreb,AC Milan,0,4,A,0.0,1.0,A,,League phase / group stage,False
ucl202223-rbsalzburg-chelseafc-2026-10-25,2022-23,202223,2026-10-25,RB Salzburg,Chelsea FC,1,2,A,0.0,1.0,A,,League phase / group stage,False
ucl202223-acmilan-rbsalzburg-2026-11-02,2022-23,202223,2026-11-02,AC Milan,RB Salzburg,4,0,H,1.0,0.0,H,,League phase / group stage,False
ucl202223-chelseafc-dinamozagreb-2026-11-02,2022-23,202223,2026-11-02,Chelsea FC,Dinamo Zagreb,2,1,H,2.0,1.0,H,,League phase / group stage,False
ucl202122-atalanta-manchesterunited-2026-11-02,2021-22,202122,2026-11-02,Atalanta,Manchester United,2,2,D,1.0,1.0,D,,League phase / group stage,False
ucl202122-villarrealcf-bscyoungboys-2026-11-02,2021-22,202122,2026-11-02,Villarreal CF,BSC Young Boys,2,0,H,1.0,0.0,H,,League phase / group stage,False
ucl202122-bscyoungboys-atalanta-2026-11-23,2021-22,202122,2026-11-23,BSC Young Boys,Atalanta,3,3,D,1.0,1.0,D,,League phase / group stage,False
ucl202122-villarrealcf-manchesterunited-2026-11-23,2021-22,202122,2026-11-23,Villarreal CF,Manchester United,0,2,A,0.0,0.0,D,,League phase / group stage,False
ucl202122-manchesterunited-bscyoungboys-2026-12-08,2021-22,202122,2026-12-08,Manchester United,BSC Young Boys,1,1,D,1.0,1.0,D,,League phase / group stage,False
ucl202122-atalanta-villarrealcf-2026-12-09,2021-22,202122,2026-12-09,Atalanta,Villarreal CF,2,3,A,0.0,2.0,A,,League phase / group stage,False
ucl202223-rbleipzig-shakhtardonetsk-2027-09-06,2022-23,202223,2027-09-06,RB Leipzig,Shakhtar Donetsk,1,4,A,0.0,1.0,A,,League phase / group stage,False
ucl202223-celticfc-realmadrid-2027-09-06,2022-23,202223,2027-09-06,Celtic FC,Real Madrid,0,3,A,0.0,0.0,D,,League phase / group stage,False
ucl202122-lilleosc-vflwolfsburg-2027-09-14,2021-22,202122,2027-09-14,Lille OSC,VfL Wolfsburg,0,0,D,,,,,League phase / group stage,False
ucl202223-shakhtardonetsk-celticfc-2027-09-14,2022-23,202223,2027-09-14,Shakhtar Donetsk,Celtic FC,1,1,D,1.0,1.0,D,,League phase / group stage,False
ucl202223-realmadrid-rbleipzig-2027-09-14,2022-23,202223,2027-09-14,Real Madrid,RB Leipzig,2,0,H,0.0,0.0,D,,League phase / group stage,False
ucl202122-sevillafc-rbsalzburg-2027-09-14,2021-22,202122,2027-09-14,Sevilla FC,RB Salzburg,1,1,D,1.0,1.0,D,,League phase / group stage,False
ucl202122-rbsalzburg-lilleosc-2027-09-29,2021-22,202122,2027-09-29,RB Salzburg,Lille OSC,2,1,H,1.0,0.0,H,,League phase / group stage,False
ucl202122-vflwolfsburg-sevillafc-2027-09-29,2021-22,202122,2027-09-29,VfL Wolfsburg,Sevilla FC,1,1,D,0.0,0.0,D,,League phase / group stage,False
ucl202223-realmadrid-shakhtardonetsk-2027-10-05,2022-23,202223,2027-10-05,Real Madrid,Shakhtar Donetsk,2,1,H,2.0,1.0,H,,League phase / group stage,False
ucl202223-rbleipzig-celticfc-2027-10-05,2022-23,202223,2027-10-05,RB Leipzig,Celtic FC,3,1,H,1.0,0.0,H,,League phase / group stage,False
ucl202223-shakhtardonetsk-realmadrid-2027-10-11,2022-23,202223,2027-10-11,Shakhtar Donetsk,Real Madrid,1,1,D,0.0,0.0,D,,League phase / group stage,False
ucl202223-celticfc-rbleipzig-2027-10-11,2022-23,202223,2027-10-11,Celtic FC,RB Leipzig,0,2,A,0.0,0.0,D,,League phase / group stage,False
ucl202122-rbsalzburg-vflwolfsburg-2027-10-20,2021-22,202122,2027-10-20,RB Salzburg,VfL Wolfsburg,3,1,H,1.0,1.0,D,,League phase / group stage,False
ucl202122-lilleosc-sevillafc-2027-10-20,2021-22,202122,2027-10-20,Lille OSC,Sevilla FC,0,0,D,,,,,League phase / group stage,False
ucl202223-celticfc-shakhtardonetsk-2027-10-25,2022-23,202223,2027-10-25,Celtic FC,Shakhtar Donetsk,1,1,D,1.0,0.0,H,,League phase / group stage,False
ucl202223-rbleipzig-realmadrid-2027-10-25,2022-23,202223,2027-10-25,RB Leipzig,Real Madrid,3,2,H,2.0,1.0,H,,League phase / group stage,False
ucl202223-shakhtardonetsk-rbleipzig-2027-11-02,2022-23,202223,2027-11-02,Shakhtar Donetsk,RB Leipzig,0,4,A,0.0,1.0,A,,League phase / group stage,False
ucl202122-sevillafc-lilleosc-2027-11-02,2021-22,202122,2027-11-02,Sevilla FC,Lille OSC,1,2,A,1.0,1.0,D,,League phase / group stage,False
ucl202223-realmadrid-celticfc-2027-11-02,2022-23,202223,2027-11-02,Real Madrid,Celtic FC,5,1,H,2.0,0.0,H,,League phase / group stage,False
ucl202122-vflwolfsburg-rbsalzburg-2027-11-02,2021-22,202122,2027-11-02,VfL Wolfsburg,RB Salzburg,2,1,H,1.0,1.0,D,,League phase / group stage,False
ucl202122-lilleosc-rbsalzburg-2027-11-23,2021-22,202122,2027-11-23,Lille OSC,RB Salzburg,1,0,H,1.0,0.0,H,,League phase / group stage,False
ucl202122-sevillafc-vflwolfsburg-2027-11-23,2021-22,202122,2027-11-23,Sevilla FC,VfL Wolfsburg,2,0,H,1.0,0.0,H,,League phase / group stage,False
ucl202122-rbsalzburg-sevillafc-2027-12-08,2021-22,202122,2027-12-08,RB Salzburg,Sevilla FC,1,0,H,0.0,0.0,D,,League phase / group stage,False
ucl202122-vflwolfsburg-lilleosc-2027-12-08,2021-22,202122,2027-12-08,VfL Wolfsburg,Lille OSC,1,3,A,0.0,1.0,A,,League phase / group stage,False
ucl202223-sevillafc-manchestercity-2028-09-06,2022-23,202223,2028-09-06,Sevilla FC,Manchester City,0,4,A,0.0,1.0,A,,League phase / group stage,False
ucl202223-borussiadortmund-fckbenhavn-2028-09-06,2022-23,202223,2028-09-06,Borussia Dortmund,FC København,3,0,H,2.0,0.0,H,,League phase / group stage,False
ucl202122-malmff-juventus-2028-09-14,2021-22,202122,2028-09-14,Malmö FF,Juventus,0,3,A,0.0,3.0,A,,League phase / group stage,False
ucl202223-fckbenhavn-sevillafc-2028-09-14,2022-23,202223,2028-09-14,FC København,Sevilla FC,0,0,D,,,,,League phase / group stage,False
ucl202223-manchestercity-borussiadortmund-2028-09-14,2022-23,202223,2028-09-14,Manchester City,Borussia Dortmund,2,1,H,0.0,0.0,D,,League phase / group stage,False
ucl202122-chelseafc-zenitstpetersburg-2028-09-14,2021-22,202122,2028-09-14,Chelsea FC,Zenit St. Petersburg,1,0,H,0.0,0.0,D,,League phase / group stage,False
ucl202122-zenitstpetersburg-malmff-2028-09-29,2021-22,202122,2028-09-29,Zenit St. Petersburg,Malmö FF,4,0,H,1.0,0.0,H,,League phase / group stage,False
ucl202122-juventus-chelseafc-2028-09-29,2021-22,202122,2028-09-29,Juventus,Chelsea FC,1,0,H,0.0,0.0,D,,League phase / group stage,False
ucl202223-sevillafc-borussiadortmund-2028-10-05,2022-23,202223,2028-10-05,Sevilla FC,Borussia Dortmund,1,4,A,0.0,3.0,A,,League phase / group stage,False
ucl202223-manchestercity-fckbenhavn-2028-10-05,2022-23,202223,2028-10-05,Manchester City,FC København,5,0,H,3.0,0.0,H,,League phase / group stage,False
ucl202223-fckbenhavn-manchestercity-2028-10-11,2022-23,202223,2028-10-11,FC København,Manchester City,0,0,D,,,,,League phase / group stage,False
ucl202223-borussiadortmund-sevillafc-2028-10-11,2022-23,202223,2028-10-11,Borussia Dortmund,Sevilla FC,1,1,D,1.0,1.0,D,,League phase / group stage,False
ucl202122-chelseafc-malmff-2028-10-20,2021-22,202122,2028-10-20,Chelsea FC,Malmö FF,4,0,H,2.0,0.0,H,,League phase / group stage,False
ucl202122-zenitstpetersburg-juventus-2028-10-20,2021-22,202122,2028-10-20,Zenit St. Petersburg,Juventus,0,1,A,0.0,0.0,D,,League phase / group stage,False
ucl202223-sevillafc-fckbenhavn-2028-10-25,2022-23,202223,2028-10-25,Sevilla FC,FC København,3,0,H,0.0,0.0,D,,League phase / group stage,False
ucl202223-borussiadortmund-manchestercity-2028-10-25,2022-23,202223,2028-10-25,Borussia Dortmund,Manchester City,0,0,D,,,,,League phase / group stage,False
ucl202122-malmff-chelseafc-2028-11-02,2021-22,202122,2028-11-02,Malmö FF,Chelsea FC,0,1,A,0.0,0.0,D,,League phase / group stage,False
ucl202122-juventus-zenitstpetersburg-2028-11-02,2021-22,202122,2028-11-02,Juventus,Zenit St. Petersburg,4,2,H,1.0,1.0,D,,League phase / group stage,False
ucl202223-manchestercity-sevillafc-2028-11-02,2022-23,202223,2028-11-02,Manchester City,Sevilla FC,3,1,H,0.0,1.0,A,,League phase / group stage,False
ucl202223-fckbenhavn-borussiadortmund-2028-11-02,2022-23,202223,2028-11-02,FC København,Borussia Dortmund,1,1,D,1.0,1.0,D,,League phase / group stage,False
ucl202122-chelseafc-juventus-2028-11-23,2021-22,202122,2028-11-23,Chelsea FC,Juventus,4,0,H,1.0,0.0,H,,League phase / group stage,False
ucl202122-malmff-zenitstpetersburg-2028-11-23,2021-22,202122,2028-11-23,Malmö FF,Zenit St. Petersburg,1,1,D,1.0,0.0,H,,League phase / group stage,False
ucl202122-juventus-malmff-2028-12-08,2021-22,202122,2028-12-08,Juventus,Malmö FF,1,0,H,1.0,0.0,H,,League phase / group stage,False
ucl202122-zenitstpetersburg-chelseafc-2028-12-08,2021-22,202122,2028-12-08,Zenit St. Petersburg,Chelsea FC,3,3,D,2.0,1.0,H,,League phase / group stage,False
ucl202223-parissaintgermain-juventus-2029-09-06,2022-23,202223,2029-09-06,Paris Saint-Germain,Juventus,2,1,H,2.0,0.0,H,,League phase / group stage,False
ucl202223-slbenfica-maccabihaifa-2029-09-06,2022-23,202223,2029-09-06,SL Benfica,Maccabi Haifa,2,0,H,0.0,0.0,D,,League phase / group stage,False
ucl202223-juventus-slbenfica-2029-09-14,2022-23,202223,2029-09-14,Juventus,SL Benfica,1,2,A,1.0,1.0,D,,League phase / group stage,False
ucl202223-maccabihaifa-parissaintgermain-2029-09-14,2022-23,202223,2029-09-14,Maccabi Haifa,Paris Saint-Germain,1,3,A,1.0,1.0,D,,League phase / group stage,False
ucl202223-juventus-maccabihaifa-2029-10-05,2022-23,202223,2029-10-05,Juventus,Maccabi Haifa,3,1,H,1.0,0.0,H,,League phase / group stage,False
ucl202223-slbenfica-parissaintgermain-2029-10-05,2022-23,202223,2029-10-05,SL Benfica,Paris Saint-Germain,1,1,D,1.0,1.0,D,,League phase / group stage,False
ucl202223-maccabihaifa-juventus-2029-10-11,2022-23,202223,2029-10-11,Maccabi Haifa,Juventus,2,0,H,2.0,0.0,H,,League phase / group stage,False
ucl202223-parissaintgermain-slbenfica-2029-10-11,2022-23,202223,2029-10-11,Paris Saint-Germain,SL Benfica,1,1,D,1.0,0.0,H,,League phase / group stage,False
ucl202223-slbenfica-juventus-2029-10-25,2022-23,202223,2029-10-25,SL Benfica,Juventus,4,3,H,2.0,1.0,H,,League phase / group stage,False
ucl202223-parissaintgermain-maccabihaifa-2029-10-25,2022-23,202223,2029-10-25,Paris Saint-Germain,Maccabi Haifa,7,2,H,4.0,1.0,H,,League phase / group stage,False
ucl202223-maccabihaifa-slbenfica-2029-11-02,2022-23,202223,2029-11-02,Maccabi Haifa,SL Benfica,1,6,A,1.0,1.0,D,,League phase / group stage,False
ucl202223-juventus-parissaintgermain-2029-11-02,2022-23,202223,2029-11-02,Juventus,Paris Saint-Germain,1,2,A,1.0,1.0,D,,League phase / group stage,False
