match_id,season,season_code,date,home_team,away_team,fthg,ftag,ftr,hthg,htag,htr,referee,stage,neutral
ucl202122-manchestercity-rbleipzig-2021-09-15,2021-22,202122,2021-09-15,Manchester City,RB Leipzig,6,3,H,3.0,1.0,H,,League phase / group stage,False
ucl202122-clubbruggekv-parissaintgermain-2021-09-15,2021-22,202122,2021-09-15,Club Brugge KV,Paris Saint-Germain,1,1,D,1.0,1.0,D,,League phase / group stage,False
ucl202122-parissaintgermain-manchestercity-2021-09-28,2021-22,202122,2021-09-28,Paris Saint-Germain,Manchester City,2,0,H,1.0,0.0,H,,League phase / group stage,False
ucl202122-rbleipzig-clubbruggekv-2021-09-28,2021-22,202122,2021-09-28,RB Leipzig,Club Brugge KV,1,2,A,1.0,2.0,A,,League phase / group stage,False
ucl202122-clubbruggekv-manchestercity-2021-10-19,2021-22,202122,2021-10-19,Club Brugge KV,Manchester City,1,5,A,0.0,2.0,A,,League phase / group stage,False
ucl202122-parissaintgermain-rbleipzig-2021-10-19,2021-22,202122,2021-10-19,Paris Saint-Germain,RB Leipzig,3,2,H,1.0,1.0,D,,League phase / group stage,False
ucl202122-rbleipzig-parissaintgermain-2021-11-03,2021-22,202122,2021-11-03,RB Leipzig,Paris Saint-Germain,2,2,D,1.0,2.0,A,,League phase / group stage,False
ucl202122-manchestercity-clubbruggekv-2021-11-03,2021-22,202122,2021-11-03,Manchester City,Club Brugge KV,4,1,H,1.0,1.0,D,,League phase / group stage,False
ucl202122-manchestercity-parissaintgermain-2021-11-24,2021-22,202122,2021-11-24,Manchester City,Paris Saint-Germain,2,1,H,0.0,0.0,D,,League phase / group stage,False
ucl202122-clubbruggekv-rbleipzig-2021-11-24,2021-22,202122,2021-11-24,Club Brugge KV,RB Leipzig,0,5,A,0.0,4.0,A,,League phase / group stage,False
ucl202122-rbleipzig-manchestercity-2021-12-07,2021-22,202122,2021-12-07,RB Leipzig,Manchester City,2,1,H,1.0,0.0,H,,League phase / group stage,False
ucl202122-parissaintgermain-clubbruggekv-2021-12-07,2021-22,202122,2021-12-07,Paris Saint-Germain,Club Brugge KV,4,1,H,3.0,0.0,H,,League phase / group stage,False
ucl202122-parissaintgermain-realmadrid-2022-02-15,2021-22,202122,2022-02-15,Paris Saint-Germain,Real Madrid,1,0,H,0.0,0.0,D,,Round of 16,False
ucl202122-sportingcp-manchestercity-2022-02-15,2021-22,202122,2022-02-15,Sporting CP,Manchester City,0,5,A,0.0,4.0,A,,Round of 16,False
ucl202122-rbsalzburg-bayernmnchen-2022-02-16,2021-22,202122,2022-02-16,RB Salzburg,Bayern München,1,1,D,1.0,0.0,H,,Round of 16,False
ucl202122-inter-liverpoolfc-2022-02-16,2021-22,202122,2022-02-16,Inter,Liverpool FC,0,2,A,0.0,0.0,D,,Round of 16,False
ucl202122-chelseafc-lilleosc-2022-02-22,2021-22,202122,2022-02-22,Chelsea FC,Lille OSC,2,0,H,1.0,0.0,H,,Round of 16,False
ucl202122-villarrealcf-juventus-2022-02-22,2021-22,202122,2022-02-22,Villarreal CF,Juventus,1,1,D,0.0,1.0,A,,Round of 16,False
ucl202122-slbenfica-afcajax-2022-02-23,2021-22,202122,2022-02-23,SL Benfica,AFC Ajax,2,2,D,1.0,2.0,A,,Round of 16,False
ucl202122-atlticomadrid-manchesterunited-2022-02-23,2021-22,202122,2022-02-23,Atlético Madrid,Manchester United,1,1,D,1.0,0.0,H,,Round of 16,False
ucl202122-bayernmnchen-rbsalzburg-2022-03-08,2021-22,202122,2022-03-08,Bayern München,RB Salzburg,7,1,H,4.0,0.0,H,,Round of 16,False
ucl202122-liverpoolfc-inter-2022-03-08,2021-22,202122,2022-03-08,Liverpool FC,Inter,0,1,A,0.0,0.0,D,,Round of 16,False
ucl202122-manchestercity-sportingcp-2022-03-09,2021-22,202122,2022-03-09,Manchester City,Sporting CP,0,0,D,,,,,Round of 16,False
ucl202122-realmadrid-parissaintgermain-2022-03-09,2021-22,202122,2022-03-09,Real Madrid,Paris Saint-Germain,3,1,H,0.0,1.0,A,,Round of 16,False
ucl202122-afcajax-slbenfica-2022-03-15,2021-22,202122,2022-03-15,AFC Ajax,SL Benfica,0,1,A,0.0,0.0,D,,Round of 16,False
ucl202122-manchesterunited-atlticomadrid-2022-03-15,2021-22,202122,2022-03-15,Manchester United,Atlético Madrid,0,1,A,0.0,1.0,A,,Round of 16,False
ucl202122-lilleosc-chelseafc-2022-03-16,2021-22,202122,2022-03-16,Lille OSC,Chelsea FC,1,2,A,1.0,1.0,D,,Round of 16,False
ucl202122-juventus-villarrealcf-2022-03-16,2021-22,202122,2022-03-16,Juventus,Villarreal CF,0,3,A,0.0,0.0,D,,Round of 16,False
ucl202122-manchestercity-atlticomadrid-2022-04-05,2021-22,202122,2022-04-05,Manchester City,Atlético Madrid,1,0,H,0.0,0.0,D,,Quarter-final,False
ucl202122-slbenfica-liverpoolfc-2022-04-05,2021-22,202122,2022-04-05,SL Benfica,Liverpool FC,1,3,A,0.0,2.0,A,,Quarter-final,False
ucl202122-chelseafc-realmadrid-2022-04-06,2021-22,202122,2022-04-06,Chelsea FC,Real Madrid,1,3,A,1.0,2.0,A,,Quarter-final,False
ucl202122-villarrealcf-bayernmnchen-2022-04-06,2021-22,202122,2022-04-06,Villarreal CF,Bayern München,1,0,H,1.0,0.0,H,,Quarter-final,False
ucl202122-bayernmnchen-villarrealcf-2022-04-12,2021-22,202122,2022-04-12,Bayern München,Villarreal CF,1,1,D,0.0,0.0,D,,Quarter-final,False
ucl202122-realmadrid-chelseafc-2022-04-12,2021-22,202122,2022-04-12,Real Madrid,Chelsea FC,2,3,A,1.0,3.0,A,,Quarter-final,False
ucl202122-atlticomadrid-manchestercity-2022-04-13,2021-22,202122,2022-04-13,Atlético Madrid,Manchester City,0,0,D,,,,,Quarter-final,False
ucl202122-liverpoolfc-slbenfica-2022-04-13,2021-22,202122,2022-04-13,Liverpool FC,SL Benfica,3,3,D,1.0,1.0,D,,Quarter-final,False
ucl202122-manchestercity-realmadrid-2022-04-26,2021-22,202122,2022-04-26,Manchester City,Real Madrid,4,3,H,2.0,1.0,H,,Semi-final,False
ucl202122-liverpoolfc-villarrealcf-2022-04-27,2021-22,202122,2022-04-27,Liverpool FC,Villarreal CF,2,0,H,0.0,0.0,D,,Semi-final,False
ucl202122-villarrealcf-liverpoolfc-2022-05-03,2021-22,202122,2022-05-03,Villarreal CF,Liverpool FC,2,3,A,2.0,0.0,H,,Semi-final,False
ucl202122-realmadrid-manchestercity-2022-05-04,2021-22,202122,2022-05-04,Real Madrid,Manchester City,3,1,H,2.0,1.0,H,,Semi-final,False
ucl202122-liverpoolfc-realmadrid-2022-05-28,2021-22,202122,2022-05-28,Liverpool FC,Real Madrid,0,1,A,0.0,0.0,D,,Final,True
ucl202223-afcajax-rangersfc-2022-09-07,2022-23,202223,2022-09-07,AFC Ajax,Rangers FC,4,0,H,3.0,0.0,H,,League phase / group stage,False
ucl202223-sscnapoli-liverpoolfc-2022-09-07,2022-23,202223,2022-09-07,SSC Napoli,Liverpool FC,4,1,H,3.0,0.0,H,,League phase / group stage,False
ucl202223-liverpoolfc-afcajax-2022-09-13,2022-23,202223,2022-09-13,Liverpool FC,AFC Ajax,2,1,H,1.0,1.0,D,,League phase / group stage,False
ucl202223-rangersfc-sscnapoli-2022-09-14,2022-23,202223,2022-09-14,Rangers FC,SSC Napoli,0,3,A,0.0,0.0,D,,League phase / group stage,False
ucl202122-atlticomadrid-fcporto-2022-09-15,2021-22,202122,2022-09-15,Atlético Madrid,FC Porto,0,0,D,,,,,League phase / group stage,False
ucl202122-liverpoolfc-acmilan-2022-09-15,2021-22,202122,2022-09-15,Liverpool FC,AC Milan,3,2,H,1.0,2.0,A,,League phase / group stage,False
ucl202122-acmilan-atlticomadrid-2022-09-28,2021-22,202122,2022-09-28,AC Milan,Atlético Madrid,1,2,A,1.0,0.0,H,,League phase / group stage,False
ucl202122-fcporto-liverpoolfc-2022-09-28,2021-22,202122,2022-09-28,FC Porto,Liverpool FC,1,5,A,0.0,2.0,A,,League phase / group stage,False
ucl202223-afcajax-sscnapoli-2022-10-04,2022-23,202223,2022-10-04,AFC Ajax,SSC Napoli,1,6,A,1.0,3.0,A,,League phase / group stage,False
ucl202223-liverpoolfc-rangersfc-2022-10-04,2022-23,202223,2022-10-04,Liverpool FC,Rangers FC,2,0,H,1.0,0.0,H,,League phase / group stage,False
ucl202223-sscnapoli-afcajax-2022-10-12,2022-23,202223,2022-10-12,SSC Napoli,AFC Ajax,4,2,H,2.0,0.0,H,,League phase / group stage,False
ucl202223-rangersfc-liverpoolfc-2022-10-12,2022-23,202223,2022-10-12,Rangers FC,Liverpool FC,1,7,A,1.0,1.0,D,,League phase / group stage,False
ucl202122-fcporto-acmilan-2022-10-19,2021-22,202122,2022-10-19,FC Porto,AC Milan,1,0,H,0.0,0.0,D,,League phase / group stage,False
ucl202122-atlticomadrid-liverpoolfc-2022-10-19,2021-22,202122,2022-10-19,Atlético Madrid,Liverpool FC,2,3,A,2.0,2.0,D,,League phase / group stage,False
ucl202223-afcajax-liverpoolfc-2022-10-26,2022-23,202223,2022-10-26,AFC Ajax,Liverpool FC,0,3,A,0.0,1.0,A,,League phase / group stage,False
ucl202223-sscnapoli-rangersfc-2022-10-26,2022-23,202223,2022-10-26,SSC Napoli,Rangers FC,3,0,H,2.0,0.0,H,,League phase / group stage,False
ucl202223-rangersfc-afcajax-2022-11-01,2022-23,202223,2022-11-01,Rangers FC,AFC Ajax,1,3,A,0.0,2.0,A,,League phase / group stage,False
ucl202223-liverpoolfc-sscnapoli-2022-11-01,2022-23,202223,2022-11-01,Liverpool FC,SSC Napoli,2,0,H,0.0,0.0,D,,League phase / group stage,False
ucl202122-liverpoolfc-atlticomadrid-2022-11-03,2021-22,202122,2022-11-03,Liverpool FC,Atlético Madrid,2,0,H,2.0,0.0,H,,League phase / group stage,False
ucl202122-acmilan-fcporto-2022-11-03,2021-22,202122,2022-11-03,AC Milan,FC Porto,1,1,D,0.0,1.0,A,,League phase / group stage,False
ucl202122-atlticomadrid-acmilan-2022-11-24,2021-22,202122,2022-11-24,Atlético Madrid,AC Milan,0,1,A,0.0,0.0,D,,League phase / group stage,False
ucl202122-liverpoolfc-fcporto-2022-11-24,2021-22,202122,2022-11-24,Liverpool FC,FC Porto,2,0,H,0.0,0.0,D,,League phase / group stage,False
ucl202122-acmilan-liverpoolfc-2022-12-07,2021-22,202122,2022-12-07,AC Milan,Liverpool FC,1,2,A,1.0,1.0,D,,League phase / group stage,False
ucl202122-fcporto-atlticomadrid-2022-12-07,2021-22,202122,2022-12-07,FC Porto,Atlético Madrid,1,3,A,0.0,0.0,D,,League phase / group stage,False
ucl202223-parissaintgermain-bayernmnchen-2023-02-14,2022-23,202223,2023-02-14,Paris Saint-Germain,Bayern München,0,1,A,0.0,0.0,D,,Round of 16,False
ucl202223-acmilan-tottenhamhotspur-2023-02-14,2022-23,202223,2023-02-14,AC Milan,Tottenham Hotspur,1,0,H,1.0,0.0,H,,Round of 16,False
ucl202223-clubbruggekv-slbenfica-2023-02-15,2022-23,202223,2023-02-15,Club Brugge KV,SL Benfica,0,2,A,0.0,0.0,D,,Round of 16,False
ucl202223-borussiadortmund-chelseafc-2023-02-15,2022-23,202223,2023-02-15,Borussia Dortmund,Chelsea FC,1,0,H,0.0,0.0,D,,Round of 16,False
ucl202223-eintrachtfrankfurt-sscnapoli-2023-02-21,2022-23,202223,2023-02-21,Eintracht Frankfurt,SSC Napoli,0,2,A,0.0,1.0,A,,Round of 16,False
ucl202223-liverpoolfc-realmadrid-2023-02-21,2022-23,202223,2023-02-21,Liverpool FC,Real Madrid,2,5,A,2.0,2.0,D,,Round of 16,False
ucl202223-rbleipzig-manchestercity-2023-02-22,2022-23,202223,2023-02-22,RB Leipzig,Manchester City,1,1,D,0.0,1.0,A,,Round of 16,False
ucl202223-inter-fcporto-2023-02-22,2022-23,202223,2023-02-22,Inter,FC Porto,1,0,H,0.0,0.0,D,,Round of 16,False
ucl202223-slbenfica-clubbruggekv-2023-03-07,2022-23,202223,2023-03-07,SL Benfica,Club Brugge KV,5,1,H,2.0,0.0,H,,Round of 16,False
ucl202223-chelseafc-borussiadortmund-2023-03-07,2022-23,202223,2023-03-07,Chelsea FC,Borussia Dortmund,2,0,H,1.0,0.0,H,,Round of 16,False
ucl202223-bayernmnchen-parissaintgermain-2023-03-08,2022-23,202223,2023-03-08,Bayern München,Paris Saint-Germain,2,0,H,0.0,0.0,D,,Round of 16,False
ucl202223-tottenhamhotspur-acmilan-2023-03-08,2022-23,202223,2023-03-08,Tottenham Hotspur,AC Milan,0,0,D,,,,,Round of 16,False
ucl202223-manchestercity-rbleipzig-2023-03-14,2022-23,202223,2023-03-14,Manchester City,RB Leipzig,7,0,H,3.0,0.0,H,,Round of 16,False
ucl202223-fcporto-inter-2023-03-14,2022-23,202223,2023-03-14,FC Porto,Inter,0,0,D,,,,,Round of 16,False
ucl202223-realmadrid-liverpoolfc-2023-03-15,2022-23,202223,2023-03-15,Real Madrid,Liverpool FC,1,0,H,0.0,0.0,D,,Round of 16,False
ucl202223-sscnapoli-eintrachtfrankfurt-2023-03-15,2022-23,202223,2023-03-15,SSC Napoli,Eintracht Frankfurt,3,0,H,1.0,0.0,H,,Round of 16,False
ucl202223-slbenfica-inter-2023-04-11,2022-23,202223,2023-04-11,SL Benfica,Inter,0,2,A,0.0,0.0,D,,Quarter-final,False
ucl202223-manchestercity-bayernmnchen-2023-04-11,2022-23,202223,2023-04-11,Manchester City,Bayern München,3,0,H,1.0,0.0,H,,Quarter-final,False
ucl202223-acmilan-sscnapoli-2023-04-12,2022-23,202223,2023-04-12,AC Milan,SSC Napoli,1,0,H,1.0,0.0,H,,Quarter-final,False
ucl202223-realmadrid-chelseafc-2023-04-12,2022-23,202223,2023-04-12,Real Madrid,Chelsea FC,2,0,H,1.0,0.0,H,,Quarter-final,False
ucl202223-chelseafc-realmadrid-2023-04-18,2022-23,202223,2023-04-18,Chelsea FC,Real Madrid,0,2,A,0.0,0.0,D,,Quarter-final,False
ucl202223-sscnapoli-acmilan-2023-04-18,2022-23,202223,2023-04-18,SSC Napoli,AC Milan,1,1,D,0.0,1.0,A,,Quarter-final,False
ucl202223-inter-slbenfica-2023-04-19,2022-23,202223,2023-04-19,Inter,SL Benfica,3,3,D,1.0,1.0,D,,Quarter-final,False
ucl202223-bayernmnchen-manchestercity-2023-04-19,2022-23,202223,2023-04-19,Bayern München,Manchester City,1,1,D,0.0,0.0,D,,Quarter-final,False
ucl202223-realmadrid-manchestercity-2023-05-09,2022-23,202223,2023-05-09,Real Madrid,Manchester City,1,1,D,1.0,0.0,H,,Semi-final,False
ucl202223-acmilan-inter-2023-05-10,2022-23,202223,2023-05-10,AC Milan,Inter,0,2,A,0.0,2.0,A,,Semi-final,False
ucl202223-inter-acmilan-2023-05-16,2022-23,202223,2023-05-16,Inter,AC Milan,1,0,H,0.0,0.0,D,,Semi-final,False
ucl202223-manchestercity-realmadrid-2023-05-17,2022-23,202223,2023-05-17,Manchester City,Real Madrid,4,0,H,2.0,0.0,H,,Semi-final,False
ucl202223-manchestercity-inter-2023-06-10,2022-23,202223,2023-06-10,Manchester City,Inter,1,0,H,0.0,0.0,D,,Final,True
ucl202223-atlticomadrid-fcporto-2023-09-07,2022-23,202223,2023-09-07,Atlético Madrid,FC Porto,2,1,H,0.0,0.0,D,,League phase / group stage,False
ucl202223-clubbruggekv-bayerleverkusen-2023-09-07,2022-23,202223,2023-09-07,Club Brugge KV,Bayer Leverkusen,1,0,H,1.0,0.0,H,,League phase / group stage,False
ucl202223-bayerleverkusen-atlticomadrid-2023-09-13,2022-23,202223,2023-09-13,Bayer Leverkusen,Atlético Madrid,2,0,H,0.0,0.0,D,,League phase / group stage,False
ucl202223-fcporto-clubbruggekv-2023-09-13,2022-23,202223,2023-09-13,FC Porto,Club Brugge KV,0,4,A,0.0,1.0,A,,League phase / group stage,False
ucl202122-beikta-borussiadortmund-2023-09-15,2021-22,202122,2023-09-15,Beşiktaş,Borussia Dortmund,1,2,A,0.0,2.0,A,,League phase / group stage,False
ucl202122-sportingcp-afcajax-2023-09-15,2021-22,202122,2023-09-15,Sporting CP,AFC Ajax,1,5,A,1.0,3.0,A,,League phase / group stage,False
ucl202324-feyenoordrotterdam-celticfc-2023-09-19,2023-24,202324,2023-09-19,Feyenoord Rotterdam,Celtic FC,2,0,H,1.0,0.0,H,,League phase / group stage,False
ucl202324-bscyoungboys-rbleipzig-2023-09-19,2023-24,202324,2023-09-19,BSC Young Boys,RB Leipzig,1,3,A,1.0,1.0,D,,League phase / group stage,False
ucl202324-acmilan-newcastleunitedfc-2023-09-19,2023-24,202324,2023-09-19,AC Milan,Newcastle United FC,0,0,D,,,,,League phase / group stage,False
ucl202324-parissaintgermainfc-borussiadortmund-2023-09-19,2023-24,202324,2023-09-19,Paris Saint-Germain FC,Borussia Dortmund,2,0,H,0.0,0.0,D,,League phase / group stage,False
ucl202324-manchestercityfc-fkcrvenazvezda-2023-09-19,2023-24,202324,2023-09-19,Manchester City FC,FK Crvena Zvezda,3,1,H,0.0,1.0,A,,League phase / group stage,False
ucl202324-fcbarcelona-royalantwerpfc-2023-09-19,2023-24,202324,2023-09-19,FC Barcelona,Royal Antwerp FC,5,0,H,3.0,0.0,H,,League phase / group stage,False
ucl202324-fkshakhtardonetsk-fcporto-2023-09-19,2023-24,202324,2023-09-19,FK Shakhtar Donetsk,FC Porto,1,3,A,1.0,3.0,A,,League phase / group stage,False
ucl202324-sslazio-clubatlticodemadrid-2023-09-19,2023-24,202324,2023-09-19,SS Lazio,Club Atlético de Madrid,1,1,D,0.0,1.0,A,,League phase / group stage,False
ucl202324-sportlisboaebenfica-fcredbullsalzburg-2023-09-20,2023-24,202324,2023-09-20,Sport Lisboa e Benfica,FC Red Bull Salzburg,0,2,A,0.0,1.0,A,,League phase / group stage,False
ucl202324-realmadridcf-1fcunionberlin-2023-09-20,2023-24,202324,2023-09-20,Real Madrid CF,1. FC Union Berlin,1,0,H,0.0,0.0,D,,League phase / group stage,False
ucl202324-galatasaraysk-fckbenhavn-2023-09-20,2023-24,202324,2023-09-20,Galatasaray SK,FC København,2,2,D,0.0,1.0,A,,League phase / group stage,False
ucl202324-sevillafc-racingclubdelens-2023-09-20,2023-24,202324,2023-09-20,Sevilla FC,Racing Club de Lens,1,1,D,1.0,1.0,D,,League phase / group stage,False
ucl202324-sportingclubedebraga-sscnapoli-2023-09-20,2023-24,202324,2023-09-20,Sporting Clube de Braga,SSC Napoli,1,2,A,0.0,1.0,A,,League phase / group stage,False
ucl202324-realsociedaddeftbol-fcinternazionalemilano-2023-09-20,2023-24,202324,2023-09-20,Real Sociedad de Fútbol,FC Internazionale Milano,1,1,D,1.0,0.0,H,,League phase / group stage,False
ucl202324-fcbayernmnchen-manchesterunitedfc-2023-09-20,2023-24,202324,2023-09-20,FC Bayern München,Manchester United FC,4,3,H,2.0,0.0,H,,League phase / group stage,False
ucl202324-arsenalfc-psv-2023-09-20,2023-24,202324,2023-09-20,Arsenal FC,PSV,4,0,H,3.0,0.0,H,,League phase / group stage,False
ucl202122-afcajax-beikta-2023-09-28,2021-22,202122,2023-09-28,AFC Ajax,Beşiktaş,2,0,H,2.0,0.0,H,,League phase / group stage,False
ucl202122-borussiadortmund-sportingcp-2023-09-28,2021-22,202122,2023-09-28,Borussia Dortmund,Sporting CP,1,0,H,1.0,0.0,H,,League phase / group stage,False
ucl202324-1fcunionberlin-sportingclubedebraga-2023-10-03,2023-24,202324,2023-10-03,1. FC Union Berlin,Sporting Clube de Braga,2,3,A,2.0,1.0,H,,League phase / group stage,False
ucl202324-fcredbullsalzburg-realsociedaddeftbol-2023-10-03,2023-24,202324,2023-10-03,FC Red Bull Salzburg,Real Sociedad de Fútbol,0,2,A,0.0,2.0,A,,League phase / group stage,False
ucl202324-sscnapoli-realmadridcf-2023-10-03,2023-24,202324,2023-10-03,SSC Napoli,Real Madrid CF,2,3,A,1.0,2.0,A,,League phase / group stage,False
ucl202324-fcinternazionalemilano-sportlisboaebenfica-2023-10-03,2023-24,202324,2023-10-03,FC Internazionale Milano,Sport Lisboa e Benfica,1,0,H,0.0,0.0,D,,League phase / group stage,False
ucl202324-fckbenhavn-fcbayernmnchen-2023-10-03,2023-24,202324,2023-10-03,FC København,FC Bayern München,1,2,A,0.0,0.0,D,,League phase / group stage,False
ucl202324-manchesterunitedfc-galatasaraysk-2023-10-03,2023-24,202324,2023-10-03,Manchester United FC,Galatasaray SK,2,3,A,1.0,1.0,D,,League phase / group stage,False
ucl202324-racingclubdelens-arsenalfc-2023-10-03,2023-24,202324,2023-10-03,Racing Club de Lens,Arsenal FC,2,1,H,1.0,1.0,D,,League phase / group stage,False
ucl202324-psv-sevillafc-2023-10-03,2023-24,202324,2023-10-03,PSV,Sevilla FC,2,2,D,0.0,0.0,D,,League phase / group stage,False
ucl202223-clubbruggekv-atlticomadrid-2023-10-04,2022-23,202223,2023-10-04,Club Brugge KV,Atlético Madrid,2,0,H,1.0,0.0,H,,League phase / group stage,False
ucl202223-fcporto-bayerleverkusen-2023-10-04,2022-23,202223,2023-10-04,FC Porto,Bayer Leverkusen,2,0,H,0.0,0.0,D,,League phase / group stage,False
ucl202324-fkcrvenazvezda-bscyoungboys-2023-10-04,2023-24,202324,2023-10-04,FK Crvena Zvezda,BSC Young Boys,2,2,D,1.0,0.0,H,,League phase / group stage,False
ucl202324-clubatlticodemadrid-feyenoordrotterdam-2023-10-04,2023-24,202324,2023-10-04,Club Atlético de Madrid,Feyenoord Rotterdam,3,2,H,2.0,2.0,D,,League phase / group stage,False
ucl202324-royalantwerpfc-fkshakhtardonetsk-2023-10-04,2023-24,202324,2023-10-04,Royal Antwerp FC,FK Shakhtar Donetsk,2,3,A,2.0,0.0,H,,League phase / group stage,False
ucl202324-celticfc-sslazio-2023-10-04,2023-24,202324,2023-10-04,Celtic FC,SS Lazio,1,2,A,1.0,1.0,D,,League phase / group stage,False
ucl202324-fcporto-fcbarcelona-2023-10-04,2023-24,202324,2023-10-04,FC Porto,FC Barcelona,0,1,A,0.0,1.0,A,,League phase / group stage,False
ucl202324-rbleipzig-manchestercityfc-2023-10-04,2023-24,202324,2023-10-04,RB Leipzig,Manchester City FC,1,3,A,0.0,1.0,A,,League phase / group stage,False
ucl202324-borussiadortmund-acmilan-2023-10-04,2023-24,202324,2023-10-04,Borussia Dortmund,AC Milan,0,0,D,,,,,League phase / group stage,False
ucl202324-newcastleunitedfc-parissaintgermainfc-2023-10-04,2023-24,202324,2023-10-04,Newcastle United FC,Paris Saint-Germain FC,4,1,H,2.0,0.0,H,,League phase / group stage,False
ucl202223-atlticomadrid-clubbruggekv-2023-10-12,2022-23,202223,2023-10-12,Atlético Madrid,Club Brugge KV,0,0,D,,,,,League phase / group stage,False
ucl202223-bayerleverkusen-fcporto-2023-10-12,2022-23,202223,2023-10-12,Bayer Leverkusen,FC Porto,0,3,A,0.0,1.0,A,,League phase / group stage,False
ucl202122-beikta-sportingcp-2023-10-19,2021-22,202122,2023-10-19,Beşiktaş,Sporting CP,1,4,A,1.0,3.0,A,,League phase / group stage,False
ucl202122-afcajax-borussiadortmund-2023-10-19,2021-22,202122,2023-10-19,AFC Ajax,Borussia Dortmund,4,0,H,2.0,0.0,H,,League phase / group stage,False
ucl202324-fcinternazionalemilano-fcredbullsalzburg-2023-10-24,2023-24,202324,2023-10-24,FC Internazionale Milano,FC Red Bull Salzburg,2,1,H,1.0,0.0,H,,League phase / group stage,False
ucl202324-racingclubdelens-psv-2023-10-24,2023-24,202324,2023-10-24,Racing Club de Lens,PSV,1,1,D,0.0,0.0,D,,League phase / group stage,False
ucl202324-manchesterunitedfc-fckbenhavn-2023-10-24,2023-24,202324,2023-10-24,Manchester United FC,FC København,1,0,H,0.0,0.0,D,,League phase / group stage,False
ucl202324-sportlisboaebenfica-realsociedaddeftbol-2023-10-24,2023-24,202324,2023-10-24,Sport Lisboa e Benfica,Real Sociedad de Fútbol,0,1,A,0.0,0.0,D,,League phase / group stage,False
ucl202324-sevillafc-arsenalfc-2023-10-24,2023-24,202324,2023-10-24,Sevilla FC,Arsenal FC,1,2,A,0.0,1.0,A,,League phase / group stage,False
ucl202324-1fcunionberlin-sscnapoli-2023-10-24,2023-24,202324,2023-10-24,1. FC Union Berlin,SSC Napoli,0,1,A,0.0,0.0,D,,League phase / group stage,False
ucl202324-galatasaraysk-fcbayernmnchen-2023-10-24,2023-24,202324,2023-10-24,Galatasaray SK,FC Bayern München,1,3,A,1.0,1.0,D,,League phase / group stage,False
ucl202324-sportingclubedebraga-realmadridcf-2023-10-24,2023-24,202324,2023-10-24,Sporting Clube de Braga,Real Madrid CF,1,2,A,0.0,1.0,A,,League phase / group stage,False
ucl202324-rbleipzig-fkcrvenazvezda-2023-10-25,2023-24,202324,2023-10-25,RB Leipzig,FK Crvena Zvezda,3,1,H,1.0,0.0,H,,League phase / group stage,False
ucl202324-feyenoordrotterdam-sslazio-2023-10-25,2023-24,202324,2023-10-25,Feyenoord Rotterdam,SS Lazio,3,1,H,2.0,0.0,H,,League phase / group stage,False
ucl202324-fcbarcelona-fkshakhtardonetsk-2023-10-25,2023-24,202324,2023-10-25,FC Barcelona,FK Shakhtar Donetsk,2,1,H,2.0,0.0,H,,League phase / group stage,False
ucl202324-celticfc-clubatlticodemadrid-2023-10-25,2023-24,202324,2023-10-25,Celtic FC,Club Atlético de Madrid,2,2,D,2.0,1.0,H,,League phase / group stage,False
ucl202324-parissaintgermainfc-acmilan-2023-10-25,2023-24,202324,2023-10-25,Paris Saint-Germain FC,AC Milan,3,0,H,1.0,0.0,H,,League phase / group stage,False
ucl202324-newcastleunitedfc-borussiadortmund-2023-10-25,2023-24,202324,2023-10-25,Newcastle United FC,Borussia Dortmund,0,1,A,0.0,1.0,A,,League phase / group stage,False
ucl202324-bscyoungboys-manchestercityfc-2023-10-25,2023-24,202324,2023-10-25,BSC Young Boys,Manchester City FC,1,3,A,0.0,0.0,D,,League phase / group stage,False
ucl202324-royalantwerpfc-fcporto-2023-10-25,2023-24,202324,2023-10-25,Royal Antwerp FC,FC Porto,1,4,A,1.0,0.0,H,,League phase / group stage,False
ucl202223-clubbruggekv-fcporto-2023-10-26,2022-23,202223,2023-10-26,Club Brugge KV,FC Porto,0,4,A,0.0,1.0,A,,League phase / group stage,False
ucl202223-atlticomadrid-bayerleverkusen-2023-10-26,2022-23,202223,2023-10-26,Atlético Madrid,Bayer Leverkusen,2,2,D,1.0,2.0,A,,League phase / group stage,False
ucl202223-bayerleverkusen-clubbruggekv-2023-11-01,2022-23,202223,2023-11-01,Bayer Leverkusen,Club Brugge KV,0,0,D,,,,,League phase / group stage,False
ucl202223-fcporto-atlticomadrid-2023-11-01,2022-23,202223,2023-11-01,FC Porto,Atlético Madrid,2,1,H,2.0,0.0,H,,League phase / group stage,False
ucl202122-borussiadortmund-afcajax-2023-11-03,2021-22,202122,2023-11-03,Borussia Dortmund,AFC Ajax,1,3,A,1.0,0.0,H,,League phase / group stage,False
ucl202122-sportingcp-beikta-2023-11-03,2021-22,202122,2023-11-03,Sporting CP,Beşiktaş,4,0,H,3.0,0.0,H,,League phase / group stage,False
ucl202324-borussiadortmund-newcastleunitedfc-2023-11-07,2023-24,202324,2023-11-07,Borussia Dortmund,Newcastle United FC,2,0,H,1.0,0.0,H,,League phase / group stage,False
ucl202324-fkshakhtardonetsk-fcbarcelona-2023-11-07,2023-24,202324,2023-11-07,FK Shakhtar Donetsk,FC Barcelona,1,0,H,1.0,0.0,H,,League phase / group stage,False
